trade_date,mom_factor,mkt_factor,smb_factor,hml_factor
20071126,0.933944958,-0.13200239010736947,-940.0329999999994,0.03236217820907861
20071127,0.950310407,-0.16741000847935814,-877.3360000000002,0.029083194806004187
20071128,0.965066955,-0.19617342191404413,-845.5720000000001,0.020793860816503695
20071129,0.9448059879999999,-0.1815868181568171,-967.7740000000003,0.023897992124465972
20071130,0.963062777,-0.18319427150674322,-916.9639999999999,0.029938439423615293
20071203,0.968515913,-0.15075235118255542,-909.9220000000005,0.042038167979599805
20071204,0.942630173,-0.12713360560017833,-954.7889999999998,0.02414224019264033
20071205,0.9318388409999999,-0.09814279378145316,-1022.3189999999995,0.02749643209147834
20071206,0.934218184,-0.09949772804748144,-1005.29,0.029577201974140266
20071207,0.908789271,-0.03743239857859698,-1002.2049999999999,0.03750252203490234
20071210,0.895397613,-0.005574178014156238,-957.094,0.0413850744175992
20071211,0.8685787359999999,0.010728229310562103,-901.915,0.0547383381378026
20071212,0.867551766,0.008056914057640523,-802.2400000000007,0.05003146472454212
20071213,0.884421056,-0.06734286841683759,-748.7539999999999,0.04872524188089322
20071214,0.878975026,-0.03451103300730814,-747.2150000000001,0.05069486402848611
20071217,0.872721629,-0.04060094157845125,-584.8239999999996,0.05311204723840035
20071218,0.873591315,-0.05180337967974018,-590.1369999999997,0.04202384408187676
20071219,0.8781853490000001,-0.04374788608884418,-621.134,0.04413246624126721
20071220,0.877445832,-0.013251335728081307,-667.7789999999995,0.04443655894791121
20071221,0.8610144479999999,0.0457288518496129,-651.4209999999994,0.04187760128771956
20071224,0.870518653,0.04637990315277643,-686.192,0.03422478062613976
20071225,0.865323081,0.061499790695078396,-642.9610000000002,0.038065549853589786
20071226,0.861293658,0.09005683372017143,-582.6349999999993,0.0304264511098431
20071227,0.864209771,0.11927118130915589,-651.4339999999993,0.028538611874822095
20071228,0.8712981,0.07806056153358629,-630.8509999999997,0.025503406833063735
20080102,0.871045761,0.11276527662541606,-467.8789999999999,0.033597865004585614
20080103,0.870944576,0.11457573782274627,-374.04200000000037,0.045684517141157954
20080104,0.8617481459999999,0.11312744092240265,-426.33299999999963,0.04174358866484695
20080107,0.85638309,0.10221461993386814,-388.259,0.041195323927203376
20080108,0.846782522,0.08878682960292245,-543.2780000000002,0.0364722708753078
20080109,0.853669143,0.09268117016491573,-455.625,0.03376408588666102
20080110,0.857558022,0.08032553411204377,-484.9930000000004,0.030257103830775733
20080111,0.8462181209999999,0.07923428259780137,-537.5990000000002,0.030502021327173168
20080114,0.8419515590000001,0.09429677334640346,-489.34500000000025,0.02710466806719225
20080115,0.832599917,0.12889872253295387,-385.28300000000036,0.030607449297574973
20080116,0.824879604,0.08124073141951534,-230.83500000000004,0.03813730728911402
20080117,0.799926074,0.07263497850027274,-232.64999999999964,0.030675230939996467
20080118,0.796377546,0.08788681148806465,-220.0659999999998,0.029772517458479086
20080121,0.8117126240000001,0.017081405121615892,-152.65400000000045,0.02991375092348747
20080122,0.82186959,-0.08077856033316963,-201.02899999999954,0.030952549996133172
20080123,0.8157397120000001,-0.04687866383584471,-160.29299999999967,0.0372017784501697
20080124,0.818451261,-0.048698643789514995,-17.180999999999585,0.03938309889678315
20080125,0.807592326,-0.0455721008063756,-62.569000000000415,0.02867119429138576
20080128,0.8006066940000001,-0.1282223763018019,-59.06700000000001,0.025396739668329005
20080129,0.798186836,-0.13585199936221348,23.81500000000051,0.03100364871071193
20080130,0.802528235,-0.13842838797546372,102.04500000000007,0.03208339465571264
20080131,0.76737478,-0.17812511005439646,-20.74200000000019,0.021274379771533347
20080201,0.766390716,-0.20877446448243753,-224.40400000000045,0.005174148929150135
20080204,0.759883717,-0.13904038398931962,-254.03300000000036,0.01597677210781434
20080205,0.7548293420000001,-0.15675090908454115,-193.808,0.020019250486784657
20080213,0.759348832,-0.1624832983527048,-86.04500000000007,0.028554772158425834
20080214,0.7624496479999999,-0.1662220610561625,-48.65599999999995,0.028657456327149333
20080215,0.7651037009999999,-0.18625724612716618,4.265999999999622,0.0351621769992736
20080218,0.7791520690000001,-0.16609870861492676,69.28099999999995,0.03586632299112047
20080219,0.768055497,-0.15335529490662525,57.07799999999952,0.035197267563155776
20080220,0.7625204409999999,-0.16864374132933202,151.3060000000005,0.026554064220919216
20080221,0.743833358,-0.14204899487454167,277.72499999999945,0.026199560333076022
20080222,0.72854444,-0.14859341992354938,357.53600000000006,0.026222883673634456
20080225,0.711772637,-0.19473521640786862,380.4500000000007,0.02795104666157755
20080226,0.7190000040000001,-0.14751627971353506,369.8190000000004,0.03134980178555402
20080227,0.731386627,-0.040671650696808975,350.35300000000007,0.027146698567966254
20080228,0.731900855,-0.08892588706190278,390.40200000000004,0.021378968776216922
20080229,0.7298765229999999,-0.0939993019932555,405.65599999999995,0.020075924031672798
20080303,0.731793873,-0.07427604228653603,470.78899999999976,0.023384362093889166
20080304,0.740470428,-0.022576462152870208,581.8130000000001,0.026024729962367488
20080305,0.727682473,-0.03661675520093923,663.808,0.025162018122085072
20080306,0.71617407,-0.021076945816715237,610.6869999999999,0.022654319642818166
20080307,0.721380848,-0.01152202474285955,559.75,0.02279716066388815
20080310,0.736781405,-0.02944878934127068,590.0990000000002,0.026463620640946317
20080311,0.742117275,-0.10235518833403442,652.5799999999999,0.023873610615137153
20080312,0.741211218,-0.12801099416567702,652.3499999999995,0.015232052859706968
20080313,0.734911137,-0.14163852479418487,546.9319999999998,0.01184093074014747
20080314,0.730701514,-0.16544721737240922,562.5379999999996,0.0019339317078070906
20080317,0.733104412,-0.2116749456321761,347.57599999999957,-0.015161869676107997
20080318,0.7299817259999999,-0.2940557332886538,200.38400000000001,-0.015247688181428742
20080319,0.722001785,-0.2782508599363948,268.46399999999994,-0.014694509307201287
20080320,0.729897317,-0.22898685656453305,332.6050000000005,-0.0020079865423809906
20080321,0.726430135,-0.21810526651652667,362.1439999999998,0.00010848327223023091
20080324,0.718897618,-0.22370676767727618,470.68100000000004,0.0050271091678588675
20080325,0.706847143,-0.17366635179449788,474.43200000000024,0.008004744547552178
20080326,0.712247513,-0.171998197416657,446.7629999999999,0.0002366951585432986
20080327,0.712342175,-0.24351648957746946,372.44299999999976,0.0005701186561584137
20080328,0.703556458,-0.2030421181972623,303.3680000000004,-0.007867922398430593
20080331,0.701119808,-0.2527112035720465,219.54599999999982,-0.00838375870300112
20080401,0.7255890740000001,-0.34570259730432207,49.50199999999995,-0.016783219315053444
20080402,0.71272741,-0.351101489617229,-177.03999999999996,-0.023925694559080668
20080403,0.6965172759999999,-0.319666415395477,-200.61400000000003,-0.017898176138277933
20080407,0.6907330209999999,-0.27358855413642236,-149.22899999999981,-0.018576377862933313
20080408,0.694261252,-0.24334874244577961,-94.16699999999992,-0.017472975272196933
20080409,0.6897031570000001,-0.2587495943552076,-97.15999999999985,-0.012343787409136553
20080410,0.6931693520000001,-0.2433321440396041,-42.371999999999844,-0.011078336279419787
20080411,0.697408667,-0.20470342957019486,-8.929000000000087,-0.00890973087630087
20080414,0.691859082,-0.24121525596936197,-7.601000000000113,-0.005710576860412431
20080415,0.6839018090000001,-0.21378717319846224,78.17299999999977,0.004783065860788582
20080416,0.693998653,-0.1808039407670119,75.64000000000033,0.015281786316696966
20080417,0.701393328,-0.1536891649315749,56.33400000000029,0.005067090050882683
20080418,0.695942284,-0.22892282105392298,-12.096000000000004,-0.0035480949057511424
20080421,0.6996396420000001,-0.2634381456426864,-53.38100000000031,-0.005037983395620671
20080422,0.7011013009999999,-0.27189347670795067,-162.88400000000001,-0.005275493447182811
20080423,0.699407419,-0.18896335860789876,-183.58100000000013,-0.012043279481076752
20080424,0.699822904,-0.11390244900926427,-212.94500000000016,-0.020461034860112193
20080425,0.698735586,-0.1070897476218278,-195.97699999999986,-0.03085798626591263
20080428,0.70731354,-0.0761942146208205,-133.70200000000023,-0.025402114596458247
20080429,0.703736101,-0.10344653284905292,-153.70100000000002,-0.017396020463049666
20080430,0.70633362,-0.021881278515276978,-215.3109999999997,-0.015537474901689663
20080505,0.724133384,0.0705435730471263,-160.19599999999946,-0.009752119867691533
20080506,0.730231324,0.08649528730730127,-124.6180000000004,-0.002254210479284424
20080507,0.729496113,0.011811529293443979,-99.42799999999988,-0.0034256230346976224
20080508,0.7327691120000001,-0.014469895907111029,-60.641999999999825,0.0020800253991577478
20080509,0.72004629,-0.037164451583752846,7.489999999999782,0.009552722316959361
20080512,0.734773199,0.027837741940689026,74.09999999999991,0.010857697438616754
20080513,0.74447992,-0.0009351818883792454,151.90200000000004,0.01405457188276138
20080514,0.72231903,0.017057521143034098,107.01800000000003,0.013135789714665336
20080515,0.730256392,0.0764459359431521,97.13400000000047,0.00881020990416026
20080516,0.74649833,0.05198678740736984,39.8159999999998,0.0032736533337001106
20080519,0.7562603459999999,0.0728344078205427,73.0909999999999,0.010266091010041833
20080520,0.775615608,0.04873555041161097,14.340999999999894,0.020339949946015068
20080521,0.805687222,0.10849336427954445,31.835000000000036,0.03034628976961784
20080522,0.789746073,0.09539740027609575,73.64899999999989,0.026529305860062635
20080523,0.798894317,0.08336210209628614,55.858999999999924,0.021359896370078957
20080526,0.807352078,0.006723029540169019,71.654,0.021846866976060753
20080527,0.796464657,-0.07633491177803571,72.70000000000027,0.0205969514571418
20080528,0.7923513520000001,-0.05687705688687324,74.07600000000002,0.03115591514312399
20080529,0.814529609,-0.06677119348062943,73.59400000000005,0.03201286958843674
20080530,0.807140785,-0.07127063835438098,39.91899999999987,0.02895838856234434
20080602,0.802297252,-0.10966239524206772,59.45199999999977,0.03280445626329076
20080603,0.812081798,-0.13981410586811643,56.47300000000041,0.03598087195341826
20080604,0.8249521390000001,-0.14975967942895518,58.221000000000004,0.03315841952527521
20080605,0.8373658070000001,-0.11318642451045374,39.9670000000001,0.02396926732895821
20080606,0.852696709,-0.14849377096694336,38.197999999999865,0.023209087261545136
20080610,0.859369609,-0.22730274824240868,12.337999999999738,0.01574692559827362
20080611,0.853786542,-0.2617991139848796,-12.832000000000335,0.009510657089403907
20080612,0.8662407040000001,-0.26928023684146435,25.483000000000175,0.006683641158481635
20080613,0.850821375,-0.33589431320372726,-33.396000000000186,0.014861637230712432
20080616,0.84551951,-0.3411895507970343,-89.27199999999993,0.01714788857151639
20080617,0.837848151,-0.37994233798476007,-180.76199999999972,0.023925487240695986
20080618,0.838691884,-0.32470944984092204,-167.83100000000013,0.01850154862683695
20080619,0.862902935,-0.3472396417179877,-198.4050000000002,0.013852577146677092
20080620,0.869274478,-0.34338984767592956,-221.05999999999995,0.007743727630801445
20080623,0.8656183209999999,-0.3484782292836124,-197.96299999999974,0.0029038060211039607
20080624,0.8684281999999999,-0.3133368613801934,-165.13200000000006,-0.0032316517933015376
20080625,0.8863127340000001,-0.23758041596950086,-119.51099999999997,-0.0025149916696260988
20080626,0.8884438640000001,-0.23628703654368483,-81.53899999999976,-0.006753429576299652
20080627,0.886247927,-0.3246048688738357,-127.07099999999991,-0.003810152505657527
20080630,0.877677723,-0.3034679363708055,-72.7159999999999,-0.00875804914574374
20080701,0.883773101,-0.3396531149567212,-12.38000000000011,-0.01485037289946689
20080702,0.8692586370000001,-0.34002068562016546,49.177999999999884,-0.007265876823248085
20080703,0.8745297809999999,-0.30778634516519887,137.73000000000002,-0.004687342671324757
20080704,0.865998646,-0.29464906200542434,155.76499999999987,0.0029018190001410815
20080707,0.8475093340000001,-0.23423903098575743,159.93499999999995,0.008229754912187914
20080708,0.84213823,-0.2180030900344896,200.39200000000028,0.007388266219905404
20080709,0.8500361409999999,-0.09727105027474517,159.9459999999999,0.0038989747078339576
20080710,0.877761322,-0.09101837688205393,123.70299999999997,0.000725123413083395
20080711,0.895364385,-0.08219835459873526,128.60500000000002,-0.002292010466232952
20080714,0.909514354,-0.03179333670257986,178.47299999999996,-0.006245451417997927
20080715,0.9140774620000001,-0.05661185621183958,221.971,-0.005993988970889319
20080716,0.918697812,-0.05364908279039616,154.7159999999999,-0.011272151567981226
20080717,0.926444698,-0.11524116625413945,146.70000000000027,-0.014524843179656521
20080718,0.9252777240000001,-0.0022472208819606723,141.76499999999987,-0.009517208547270783
20080721,0.934940944,0.0076202534789157755,175.49400000000014,-0.006772650926960111
20080722,0.929315043,0.027793508966918158,197.98000000000002,-0.007182535348635
20080723,0.901558904,-0.004342649416403652,184.08799999999974,-0.0012105797556039022
20080724,0.899924375,-0.019434805452764346,156.53900000000021,-0.004583919267997061
20080725,0.90845373,-0.037398594219201116,170.70600000000013,0.002944307484542108
20080728,0.908811411,0.032667933585639373,197.43600000000015,0.00435028499921053
20080729,0.89451803,0.017885416536531633,188.9409999999998,0.006042093249812197
20080730,0.904474495,0.04061806983475938,191.38300000000027,0.01582878506094154
20080731,0.914959014,0.004871785618621026,150.70400000000018,0.003280101048720674
20080801,0.9139050679999999,-0.010944556977564683,153.70499999999993,0.0016785999833786036
20080804,0.912176118,-0.02994357915980496,142.64300000000003,-0.0011545291560457471
20080805,0.897300597,-0.10701534241579894,107.875,0.00339149494296187
20080806,0.887441307,-0.11136970405537008,88.03700000000026,0.004843885567855644
20080807,0.8693098570000001,-0.14535874397050252,111.69200000000001,0.014061478530593696
20080808,0.87215033,-0.18460639283890676,15.239000000000033,0.017893344657911925
20080811,0.8597761359999999,-0.23953604471767978,-71.03399999999965,0.020318521846472315
20080812,0.8660497690000001,-0.2584944761970817,-94.92399999999998,0.02079124592608217
20080813,0.8530508379999999,-0.22065326453821674,-87.66599999999971,0.011745116793083987
20080814,0.87362148,-0.177204354053219,-71.52199999999993,0.010021655472338686
20080815,0.858696062,-0.16632159767269752,-93.4670000000001,0.016448665529842366
20080818,0.853370015,-0.2622380151622743,-150.67100000000028,0.017267960387630232
20080819,0.849560255,-0.28224875116585657,-151.48500000000013,0.022292421302821275
20080820,0.8482182509999999,-0.20551778296171921,-150.0659999999998,0.01894001114139421
20080821,0.855939465,-0.23341338975333273,-145.92699999999968,0.013986784133467545
20080822,0.843051441,-0.27970320882222366,-155.61400000000003,0.016982197566067114
20080825,0.845318527,-0.2703505846217604,-167.20699999999988,0.015092735696292436
20080826,0.842285501,-0.31591566017559625,-244.76400000000012,0.007507146234826401
20080827,0.834952613,-0.29930770459275435,-245.75099999999975,0.011917151868432008
20080828,0.830082733,-0.28946917009578027,-262.46500000000015,0.009816278436677983
20080829,0.8369980640000001,-0.23331673758568294,-243.64800000000014,0.011046548759480856
20080901,0.8403155040000001,-0.2789197216999341,-221.375,0.011208711065633814
20080902,0.8586098040000001,-0.26113223564442856,-175.45100000000002,0.014724201334142428
20080903,0.8657289459999999,-0.2487208271925966,-145.90599999999995,0.014686808521398476
20080904,0.854784482,-0.25065342865758156,-129.64799999999968,0.013890746808781884
20080905,0.854612588,-0.28758684324580747,-172.0999999999999,0.011668355298954047
20080908,0.870957588,-0.26528283706848355,-236.548,0.0102666157587894
20080909,0.8884359000000001,-0.19756570259149348,-230.90899999999965,0.010630326181818361
20080910,0.887094525,-0.18575674650491367,-218.92700000000013,0.009906400380379488
20080911,0.877393564,-0.21489782436647933,-171.32799999999975,0.021304257105080993
20080912,0.8821340870000001,-0.21306612690415896,-171.63599999999974,0.01997122270428875
20080916,0.886506448,-0.2444839315424738,-116.05899999999997,0.016483930247564338
20080917,0.913349862,-0.21244260477125498,-64.98599999999988,0.01346992256387125
20080918,0.928553823,-0.24856480190943592,-91.64599999999996,0.021413903881451368
20080919,0.911815778,-0.2341085036247968,-90.25599999999986,0.02119545095260822
20080922,0.916483385,-0.14211928960571693,-146.4300000000003,0.01896999703070179
20080923,0.907993802,-0.17201776245075065,-208.8320000000001,0.017311670578391336
20080924,0.8970776859999999,-0.1587592889310243,-175.22800000000007,0.01919191534261966
20080925,0.9009280620000001,-0.08750187874250206,-222.54100000000017,0.019423575775626034
20080926,0.897253814,-0.07787753640555703,-239.73099999999977,0.01408436340694319
20081006,0.917086458,-0.12835233219289247,-192.83300000000008,0.010390461601183176
20081007,0.9213099490000001,-0.16240778737470427,-169.6400000000001,0.01789165864872455
20081008,0.9175774740000001,-0.16161945830532704,-123.39700000000016,0.022536744395665664
20081009,0.900548585,-0.16694069638929201,-121.73299999999972,0.026270094846367442
20081010,0.900672061,-0.20313666565070007,-169.08300000000008,0.02502884757383672
20081013,0.8847332170000001,-0.17274660215396004,-233.0229999999999,0.0252385204174157
20081014,0.9100035059999999,-0.1646854796994566,-233.481,0.022489873384441417
20081015,0.9186620190000001,-0.14046899662136578,-222.84500000000003,0.030348722491221558
20081016,0.893986924,-0.19931635507991646,-230.279,0.031630501500131025
20081017,0.880281028,-0.19514027225098338,-220.433,0.029804028136934058
20081020,0.90177032,-0.13216575686181492,-227.67899999999986,0.02250757837925299
20081021,0.884676043,-0.1402467918791602,-212.49700000000007,0.02293258666596376
20081022,0.8634903309999999,-0.1311722522337384,-192.51400000000012,0.029038540670697444
20081023,0.866919801,-0.09723285354642502,-167.38100000000009,0.0235490891685064
20081024,0.8647031629999999,-0.10095776954173082,-129.6389999999999,0.016897612467998258
20081027,0.8769126620000001,-0.26590521925190574,-131.54999999999995,0.026832394178263996
20081028,0.8655816009999999,-0.2939646231986879,-153.1959999999999,0.04053146707299593
20081029,0.853345103,-0.27755027977619706,-174.49,0.03764595396442694
20081030,0.8584868790000001,-0.2696893032268895,-213.41499999999996,0.03363785999901925
20081031,0.850627218,-0.32390902930934784,-206.84900000000016,0.036310819652705995
20081103,0.837747613,-0.33853948086101787,-225.17399999999998,0.03411973441776173
20081104,0.862472769,-0.3056862766062897,-228.37300000000005,0.04873449400538554
20081105,0.8628798809999999,-0.25902629017341844,-250.596,0.03860504415822419
20081106,0.863416304,-0.2468191710739598,-228.52199999999993,0.043128784738988735
20081107,0.85239343,-0.21667677881151037,-237.16000000000008,0.03865953873620587
20081110,0.84796183,-0.09326709856061238,-256.174,0.02905315465328151
20081111,0.8617717570000001,-0.1384050481183599,-244.14200000000005,0.023551026699089483
20081112,0.8655610509999999,-0.09598731489308496,-219.47699999999986,0.026070161245109524
20081113,0.865581031,-0.04513747968477669,-211.3119999999999,0.020266479485528066
20081114,0.875805188,0.045462570329658517,-190.57600000000025,0.00133505025122016
20081117,0.878630868,0.06598947215405528,-130.82600000000025,6.870939250980257e-05
20081118,0.869462572,-0.04400089723507855,-121.923,0.006670751684273668
20081119,0.864797534,0.022679846037978953,-107.82100000000014,0.006904877566443091
20081120,0.86879391,0.03940024737066214,-70.78800000000001,0.002702000185924369
20081121,0.8627813759999999,0.02851330321953859,-88.83100000000013,0.005095512473585195
20081124,0.856639495,0.010433497094444352,-81.76299999999992,0.0035784353043499806
20081125,0.871910195,0.08071074887269633,-96.5909999999999,-0.006756302965825078
20081126,0.864713453,0.05754333692454239,-100.66300000000001,-0.012791061623190991
20081127,0.851899862,0.10491958005108779,-100.36099999999988,-0.014892732409138354
20081128,0.850233103,0.06686474922663284,-73.11199999999985,-0.014126617324563995
20081201,0.858112007,0.11153425084493553,-16.22400000000016,-0.01668587205698291
20081202,0.86482913,0.1271489065102282,28.18399999999997,-0.015932111163130536
20081203,0.87504431,0.1857680979342561,23.048000000000002,-0.030346813637374126
20081204,0.876367171,0.16027183106147003,-19.067000000000007,-0.027999606252731013
20081205,0.8773783279999999,0.20226693799269801,15.798999999999978,-0.03989169897970424
20081208,0.864615955,0.2266972492845929,24.213000000000193,-0.04694458783891786
20081209,0.871157614,0.12904664983310588,26.829999999999927,-0.04929572184395248
20081210,0.867569313,0.16738539359839577,28.029999999999745,-0.04399573442283966
20081211,0.861948395,0.12647918648969864,7.851000000000113,-0.05081994098501763
20081212,0.839411584,0.04269264696306259,0.10999999999989996,-0.04452429808740721
20081215,0.829356669,0.014718906850180225,31.357999999999947,-0.028838551804703627
20081216,0.814102675,-0.0027254061606550688,54.03600000000006,-0.03731672570533284
20081217,0.823163726,0.08136641252018008,79.40200000000004,-0.04655688631529031
20081218,0.827539102,0.04106615776799398,67.98500000000013,-0.04651962909490592
20081219,0.830884818,0.05344693257252294,83.58100000000013,-0.04863322670222381
20081222,0.8359596220000001,0.05035655983654633,124.16599999999971,-0.04128552371897598
20081223,0.851009193,0.038622542324114995,81.5469999999998,-0.03859509896804969
20081224,0.848154883,0.023819758372488162,69.55200000000013,-0.03471583327995109
20081225,0.832556503,0.013025914847245402,81.56200000000013,-0.037898970364373064
20081226,0.8195989109999999,-0.007632235100995182,68.45100000000002,-0.02684529325723517
20081229,0.825137441,0.007484594438519676,81.06000000000017,-0.02383760415075198
